businessID,registrationYear,businessAddress,businessType,yearsOfOperation,certificateOfPotability,pestControl,sanitaryPermit,sanitaryOrder01,sanitaryOrder02,resolutionStatus,pastRenewalBehavior,willRenew,isDelayed
4116,2023,San Miguel,Grocery,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4117,2025,Oranbo,Internet Café,0,1,1,1,0,1,Paid,Always,Yes,0
4118,2023,Rosario,Hardware,3,1,1,1,0,0,Paid,Always,Yes,0
4119,2022,San Miguel,Water Refilling,3,1,1,1,0,1,Paid,Always,Yes,0
4120,2025,Santolan,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
4121,2023,Pineda,Fast Food,2,1,0,1,0,0,Paid,Sometimes,No,0
4122,2024,Pineda,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
4123,2024,Dela Paz,Restaurant,2,1,1,1,0,0,Paid,Always,Yes,0
4124,2025,San Miguel,Salon,1,1,1,1,1,0,Paid,Sometimes,Yes,0
4125,2025,Kapitolyo,Pharmacy,1,0,0,1,0,0,Unpaid,Sometimes,Yes,0
4126,2024,Manggahan,Internet Café,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4127,2024,Manggahan,Fast Food,2,1,1,1,0,1,Paid,Always,No,0
4128,2025,Dela Paz,Fast Food,0,1,1,1,0,0,Paid,Always,Yes,0
4129,2023,Ugong,Mini-Mart,3,1,1,1,0,0,Unpaid,Sometimes,Yes,0
4130,2021,Manggahan,Laundry,4,1,1,1,0,0,Unpaid,Always,Yes,0
4131,2023,Maybunga,Printing Shop,2,1,1,1,0,0,Unpaid,Always,Yes,0
4132,2022,Santolan,Pharmacy,4,0,0,1,1,0,Paid,Always,No,0
4133,2024,Pineda,Grocery,1,1,1,1,0,0,Paid,Always,No,0
4134,2024,Malinao,Grocery,1,1,1,1,1,0,Unpaid,Always,No,0
4135,2024,Sta. Lucia,Laundry,2,1,1,1,0,0,Paid,Always,Yes,0
4136,2021,Maybunga,Auto Repair,5,1,1,1,0,0,Paid,Always,Yes,0
4137,2025,Ugong,Auto Repair,0,1,1,1,0,0,Unpaid,Never,Yes,0
4138,2023,Pinagbuhatan,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
4139,2024,Santolan,Laundry,1,1,1,0,0,0,Paid,Sometimes,Yes,0
4140,2024,Manggahan,Grocery,2,1,0,1,0,0,Paid,Always,Yes,0
4141,2023,Bagong Ilog,Salon,3,1,1,1,0,0,Unpaid,Sometimes,No,0
4142,2022,Rosario,Internet Café,4,1,1,0,0,0,Paid,Sometimes,Yes,0
4143,2021,Malinao,Water Refilling,4,1,1,1,0,0,Unpaid,Sometimes,No,0
4144,2025,Pineda,Mini-Mart,1,1,1,1,0,0,Paid,Always,No,0
4145,2025,Oranbo,Internet Café,1,1,1,1,1,0,Paid,Sometimes,Yes,0
4146,2024,Pinagbuhatan,Laundry,1,1,1,1,0,0,Paid,Always,Yes,0
4147,2022,Rosario,Grocery,3,1,0,0,0,0,Paid,Always,No,0
4148,2023,San Miguel,Auto Repair,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4149,2025,San Miguel,Printing Shop,1,1,1,1,0,0,Paid,Always,Yes,0
4150,2025,Santolan,Grocery,1,0,1,1,0,0,Paid,Always,Yes,0
4151,2022,Oranbo,Printing Shop,4,1,1,0,0,0,Paid,Always,Yes,0
4152,2021,Santolan,Auto Repair,5,1,1,1,0,0,Paid,Sometimes,Yes,0
4153,2025,Santolan,Internet Café,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4154,2023,Oranbo,Pharmacy,3,1,1,0,0,0,Paid,Always,Yes,0
4155,2023,Maybunga,Salon,3,1,1,0,0,0,Paid,Never,Yes,0
4156,2021,Maybunga,Internet Café,4,0,1,1,0,0,Paid,Sometimes,Yes,0
4157,2024,San Miguel,Salon,2,1,0,1,0,0,Paid,Always,Yes,0
4158,2025,Santolan,Hardware,1,1,1,1,0,0,Paid,Always,Yes,0
4159,2025,Malinao,Internet Café,0,1,0,1,0,0,Paid,Always,Yes,0
4160,2024,Ugong,Restaurant,1,1,0,1,0,0,Paid,Sometimes,Yes,0
4161,2024,Kapitolyo,Restaurant,1,1,1,0,0,0,Paid,Always,Yes,0
4162,2021,Santolan,Salon,4,1,0,1,0,0,Paid,Always,Yes,0
4163,2024,Pineda,Hardware,2,1,1,1,1,0,Paid,Always,Yes,0
4164,2023,Malinao,Salon,3,0,0,1,0,0,Paid,Sometimes,Yes,0
4165,2024,Oranbo,Laundry,1,1,0,1,0,0,Paid,Never,No,0
4166,2023,Pineda,Restaurant,2,1,0,1,0,0,Paid,Always,Yes,0
4167,2022,Bagong Ilog,Grocery,4,1,1,1,0,0,Paid,Always,No,0
4168,2021,Dela Paz,Fast Food,4,1,1,1,0,0,Paid,Always,No,0
4169,2023,Oranbo,Salon,2,1,1,1,0,0,Unpaid,Sometimes,No,0
4170,2021,San Miguel,Printing Shop,5,1,1,1,0,0,Paid,Always,Yes,0
4171,2022,Santolan,Salon,3,1,1,1,0,0,Paid,Sometimes,Yes,1
4172,2025,Manggahan,Fast Food,1,1,1,0,0,0,Paid,Always,Yes,0
4173,2023,Sta. Lucia,Mini-Mart,2,1,0,1,1,0,Paid,Always,Yes,0
4174,2024,Rosario,Water Refilling,2,0,0,1,0,0,Paid,Always,No,0
4175,2025,Dela Paz,Water Refilling,0,1,0,0,0,0,Paid,Sometimes,Yes,0
4176,2025,Santolan,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
4177,2024,Ugong,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
4178,2025,Bagong Ilog,Hardware,0,1,1,0,0,0,Paid,Always,Yes,0
4179,2023,Santolan,Restaurant,2,1,1,1,0,0,Paid,Always,Yes,0
4180,2023,Kapitolyo,Restaurant,2,1,1,1,0,0,Paid,Sometimes,No,0
4181,2023,Rosario,Water Refilling,2,1,1,1,0,0,Paid,Always,Yes,0
4182,2024,Rosario,Salon,1,1,0,1,1,0,Unpaid,Never,No,0
4183,2024,Maybunga,Fast Food,2,1,0,1,0,0,Paid,Sometimes,Yes,0
4184,2023,Oranbo,Salon,3,1,0,1,1,0,Paid,Sometimes,Yes,0
4185,2022,Ugong,Restaurant,4,1,1,1,0,1,Paid,Always,Yes,0
4186,2024,Ugong,Hardware,2,1,1,1,0,0,Paid,Always,Yes,0
4187,2022,Malinao,Printing Shop,3,1,0,1,0,0,Paid,Always,Yes,0
4188,2024,Manggahan,Fast Food,2,1,1,1,0,0,Unpaid,Never,Yes,0
4189,2024,Ugong,Pharmacy,2,1,1,1,1,0,Paid,Always,No,0
4190,2025,Kapitolyo,Laundry,1,1,1,1,0,0,Paid,Always,Yes,0
4191,2025,Bagong Ilog,Mini-Mart,0,1,0,1,0,0,Paid,Always,No,0
4192,2025,Manggahan,Restaurant,0,1,1,1,0,0,Unpaid,Always,Yes,0
4193,2024,Maybunga,Auto Repair,2,0,1,1,0,0,Paid,Always,Yes,0
4194,2025,Oranbo,Pharmacy,0,1,1,1,1,0,Paid,Never,No,0
4195,2024,Ugong,Restaurant,2,0,1,1,0,0,Paid,Sometimes,Yes,0
4196,2022,Oranbo,Mini-Mart,3,1,0,1,0,0,Paid,Always,Yes,0
4197,2021,Maybunga,Water Refilling,4,1,1,1,0,1,Paid,Always,No,0
4198,2023,Sta. Lucia,Restaurant,2,1,0,1,1,0,Paid,Never,No,1
4199,2023,Oranbo,Pharmacy,3,1,1,1,0,0,Unpaid,Always,No,0
4200,2024,Rosario,Laundry,1,1,1,1,1,0,Paid,Sometimes,Yes,1
4201,2025,Santolan,Salon,1,1,0,1,0,0,Paid,Always,Yes,0
4202,2022,Ugong,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
4203,2022,Kapitolyo,Water Refilling,4,1,1,1,0,0,Paid,Always,Yes,0
4204,2025,Rosario,Printing Shop,1,1,1,0,0,0,Paid,Always,Yes,0
4205,2022,Santolan,Pharmacy,4,1,1,1,0,0,Paid,Always,Yes,0
4206,2024,Santolan,Fast Food,2,1,1,1,0,0,Unpaid,Always,Yes,0
4207,2024,Rosario,Auto Repair,2,1,1,1,0,0,Paid,Never,Yes,0
4208,2024,Dela Paz,Auto Repair,2,0,1,1,0,0,Paid,Always,Yes,0
4209,2021,Dela Paz,Grocery,4,1,1,1,0,0,Paid,Always,Yes,0
4210,2021,Pineda,Internet Café,5,1,1,0,0,0,Paid,Always,Yes,1
4211,2022,Dela Paz,Restaurant,3,1,1,1,0,0,Unpaid,Never,Yes,0
4212,2024,Dela Paz,Grocery,2,1,0,1,0,0,Paid,Always,Yes,0
4213,2024,Manggahan,Auto Repair,2,1,1,1,0,0,Paid,Always,Yes,0
4214,2022,Pineda,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
4215,2024,San Miguel,Restaurant,2,1,0,1,0,0,Paid,Sometimes,Yes,0
4216,2025,Dela Paz,Grocery,0,1,1,1,0,0,Paid,Never,No,0
4217,2021,Kapitolyo,Printing Shop,5,1,0,1,0,1,Paid,Sometimes,No,1
4218,2024,Pinagbuhatan,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,0
4219,2024,Santolan,Laundry,1,1,0,1,0,1,Unpaid,Always,No,1
4220,2023,Malinao,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
4221,2023,Manggahan,Water Refilling,2,0,1,1,0,0,Paid,Always,Yes,0
4222,2024,Oranbo,Water Refilling,1,1,0,1,0,0,Paid,Always,Yes,0
4223,2025,Santolan,Water Refilling,1,0,1,1,0,0,Paid,Sometimes,Yes,0
4224,2025,Bagong Ilog,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
4225,2024,Malinao,Laundry,2,1,0,1,1,0,Unpaid,Always,Yes,1
4226,2025,Sta. Lucia,Mini-Mart,0,1,0,1,0,0,Paid,Always,No,0
4227,2023,Kapitolyo,Internet Café,2,1,1,1,0,1,Paid,Sometimes,No,0
4228,2024,San Miguel,Pharmacy,1,1,1,1,0,0,Paid,Always,No,0
4229,2024,San Miguel,Hardware,2,1,1,1,1,0,Paid,Sometimes,Yes,0
4230,2022,Bagong Ilog,Mini-Mart,4,1,0,1,0,0,Paid,Sometimes,No,0
4231,2025,Rosario,Pharmacy,0,1,1,1,0,0,Paid,Always,Yes,0
4232,2024,Manggahan,Water Refilling,2,1,1,1,0,0,Paid,Always,Yes,0
4233,2023,Maybunga,Pharmacy,3,0,1,1,0,1,Paid,Always,No,0
4234,2025,Manggahan,Restaurant,1,1,1,1,1,0,Paid,Always,Yes,0
4235,2021,Malinao,Restaurant,5,0,1,0,0,0,Paid,Sometimes,Yes,0
4236,2023,Pineda,Pharmacy,3,1,1,1,0,0,Unpaid,Always,No,1
4237,2021,Maybunga,Salon,4,1,1,0,0,0,Unpaid,Sometimes,No,0
4238,2025,Oranbo,Grocery,0,1,1,1,0,0,Paid,Always,Yes,0
4239,2025,San Miguel,Hardware,1,1,1,0,0,0,Paid,Always,Yes,0
4240,2023,San Miguel,Fast Food,3,1,0,1,0,0,Paid,Always,Yes,0
4241,2024,Rosario,Auto Repair,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4242,2023,Sta. Lucia,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
4243,2025,Pinagbuhatan,Pharmacy,0,1,1,1,0,0,Paid,Always,Yes,0
4244,2024,Manggahan,Internet Café,1,1,1,1,1,0,Paid,Sometimes,No,0
4245,2023,Rosario,Salon,2,1,1,1,0,0,Paid,Sometimes,No,0
4246,2025,Oranbo,Laundry,1,1,1,1,0,0,Paid,Never,Yes,0
4247,2023,Malinao,Salon,2,1,1,1,0,0,Paid,Always,No,1
4248,2022,Maybunga,Hardware,3,0,0,1,0,0,Unpaid,Always,Yes,0
4249,2024,Bagong Ilog,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
4250,2025,Dela Paz,Internet Café,0,1,0,1,0,0,Paid,Always,Yes,0
4251,2023,Santolan,Salon,3,1,1,1,0,0,Paid,Always,Yes,0
4252,2021,Pineda,Auto Repair,5,1,1,1,0,1,Paid,Never,No,1
4253,2023,Malinao,Grocery,2,1,1,1,0,0,Paid,Sometimes,No,0
4254,2024,Oranbo,Internet Café,1,1,1,1,0,0,Unpaid,Always,No,0
4255,2022,Santolan,Fast Food,4,1,1,1,0,0,Paid,Always,Yes,0
4256,2024,Oranbo,Restaurant,1,1,1,1,0,1,Paid,Always,No,0
4257,2025,Manggahan,Auto Repair,0,0,1,1,0,0,Paid,Always,Yes,0
4258,2024,Bagong Ilog,Printing Shop,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4259,2023,San Miguel,Water Refilling,3,1,1,1,0,0,Paid,Always,No,0
4260,2023,Rosario,Printing Shop,2,1,1,1,1,0,Paid,Always,Yes,1
4261,2022,Maybunga,Laundry,3,1,1,1,0,1,Paid,Always,Yes,0
4262,2025,Rosario,Hardware,1,0,1,0,0,0,Paid,Sometimes,Yes,0
4263,2023,Maybunga,Hardware,3,1,1,1,0,0,Paid,Never,Yes,0
4264,2023,Pinagbuhatan,Pharmacy,3,1,1,1,0,0,Paid,Always,Yes,0
4265,2024,Pinagbuhatan,Hardware,1,0,1,1,0,1,Unpaid,Never,Yes,0
4266,2023,Oranbo,Hardware,2,1,1,1,1,0,Paid,Always,Yes,0
4267,2024,Dela Paz,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
4268,2021,Rosario,Laundry,5,1,1,1,0,0,Paid,Always,Yes,0
4269,2025,Kapitolyo,Fast Food,0,1,0,1,0,0,Paid,Never,No,0
4270,2025,Maybunga,Grocery,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4271,2024,Maybunga,Restaurant,1,0,0,0,0,0,Paid,Always,Yes,0
4272,2025,Sta. Lucia,Internet Café,1,1,1,0,0,0,Paid,Sometimes,No,0
4273,2022,Santolan,Salon,3,0,1,1,0,0,Unpaid,Always,No,1
4274,2024,Sta. Lucia,Laundry,2,1,1,1,0,1,Paid,Always,Yes,0
4275,2024,Rosario,Salon,2,1,1,0,0,0,Paid,Sometimes,Yes,0
4276,2024,Sta. Lucia,Water Refilling,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4277,2023,Ugong,Fast Food,3,1,1,0,0,0,Unpaid,Sometimes,Yes,0
4278,2023,Dela Paz,Grocery,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4279,2022,Kapitolyo,Auto Repair,4,1,1,1,0,0,Paid,Sometimes,Yes,0
4280,2023,Manggahan,Salon,2,1,1,1,0,1,Paid,Never,Yes,0
4281,2022,Kapitolyo,Auto Repair,3,1,0,1,0,0,Paid,Always,Yes,1
4282,2025,San Miguel,Pharmacy,1,0,1,1,0,0,Paid,Always,Yes,0
4283,2022,Pinagbuhatan,Printing Shop,4,1,1,1,0,0,Paid,Never,Yes,0
4284,2021,Ugong,Printing Shop,4,1,1,1,0,0,Paid,Always,Yes,0
4285,2024,Pinagbuhatan,Fast Food,1,1,1,1,1,0,Unpaid,Always,Yes,0
4286,2024,Bagong Ilog,Laundry,1,1,1,1,0,0,Paid,Always,No,0
4287,2025,Pinagbuhatan,Printing Shop,0,0,1,1,1,0,Paid,Sometimes,Yes,1
4288,2024,Malinao,Pharmacy,1,1,1,1,0,0,Paid,Always,Yes,0
4289,2023,Pinagbuhatan,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
4290,2025,Santolan,Internet Café,0,1,1,0,0,1,Unpaid,Never,Yes,1
4291,2024,Ugong,Pharmacy,2,1,0,1,0,0,Paid,Always,No,0
4292,2021,Bagong Ilog,Printing Shop,4,1,1,1,0,0,Paid,Always,No,0
4293,2024,Maybunga,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
4294,2025,Oranbo,Hardware,1,1,1,1,0,0,Paid,Never,No,0
4295,2023,Maybunga,Printing Shop,2,1,1,1,0,0,Unpaid,Always,Yes,0
4296,2023,Bagong Ilog,Grocery,2,1,0,1,0,0,Paid,Always,Yes,0
4297,2022,Pineda,Pharmacy,4,1,1,1,0,0,Paid,Always,Yes,0
4298,2022,Sta. Lucia,Printing Shop,3,1,1,0,0,0,Paid,Always,Yes,1
4299,2023,Kapitolyo,Internet Café,2,1,1,1,0,0,Paid,Never,Yes,0
4300,2024,Dela Paz,Laundry,2,1,1,1,1,0,Paid,Always,Yes,0
4301,2021,Dela Paz,Mini-Mart,5,1,0,1,1,0,Paid,Sometimes,No,0
4302,2025,Rosario,Internet Café,0,1,1,1,0,1,Paid,Always,Yes,1
4303,2025,Pineda,Grocery,1,1,1,1,0,0,Paid,Always,No,0
4304,2024,Ugong,Salon,2,1,1,1,0,0,Paid,Always,No,0
4305,2025,Pinagbuhatan,Restaurant,0,1,1,1,0,0,Paid,Always,Yes,0
4306,2021,Maybunga,Laundry,5,1,1,0,0,0,Paid,Always,Yes,0
4307,2024,Santolan,Auto Repair,2,1,0,1,0,0,Paid,Always,Yes,0
4308,2024,Pineda,Restaurant,1,1,1,1,0,0,Unpaid,Always,No,0
4309,2025,Kapitolyo,Internet Café,0,1,1,1,0,0,Paid,Always,No,0
4310,2025,Pinagbuhatan,Internet Café,1,1,1,1,0,0,Paid,Sometimes,Yes,1
4311,2023,San Miguel,Internet Café,3,1,1,1,1,0,Paid,Never,Yes,0
4312,2025,Rosario,Restaurant,0,1,1,1,0,0,Paid,Always,Yes,0
4313,2022,Bagong Ilog,Printing Shop,3,1,0,1,1,0,Paid,Always,Yes,0
4314,2025,Pinagbuhatan,Fast Food,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4315,2025,Rosario,Pharmacy,0,1,1,1,0,0,Unpaid,Sometimes,Yes,0
4316,2022,Rosario,Fast Food,3,1,1,1,0,0,Paid,Always,Yes,0
4317,2025,Maybunga,Grocery,1,0,1,1,0,0,Paid,Sometimes,Yes,0
4318,2021,Maybunga,Laundry,5,1,0,1,1,0,Paid,Never,Yes,0
4319,2023,Ugong,Grocery,2,1,1,1,0,0,Paid,Never,Yes,0
4320,2024,San Miguel,Laundry,1,1,1,0,0,0,Paid,Always,Yes,0
4321,2024,Sta. Lucia,Laundry,2,0,1,1,0,0,Paid,Always,Yes,0
4322,2025,Bagong Ilog,Salon,0,0,1,1,0,0,Paid,Sometimes,Yes,1
4323,2024,Rosario,Fast Food,2,0,1,1,0,0,Paid,Sometimes,Yes,0
4324,2024,Ugong,Internet Café,1,0,1,1,0,0,Paid,Sometimes,Yes,0
4325,2025,Malinao,Mini-Mart,0,1,0,1,1,0,Paid,Sometimes,No,1
4326,2025,Pineda,Water Refilling,0,1,1,1,0,0,Unpaid,Always,Yes,0
4327,2021,Dela Paz,Grocery,5,1,1,1,0,0,Paid,Always,Yes,0
4328,2025,Manggahan,Salon,1,1,1,1,0,0,Paid,Never,No,0
4329,2021,Rosario,Fast Food,4,1,1,1,0,0,Paid,Always,Yes,0
4330,2025,Ugong,Internet Café,0,1,1,1,0,0,Paid,Always,Yes,0
4331,2023,San Miguel,Hardware,3,1,1,1,1,0,Unpaid,Always,No,0
4332,2022,Maybunga,Hardware,4,1,1,1,0,1,Paid,Sometimes,Yes,0
4333,2023,Sta. Lucia,Printing Shop,2,1,1,0,0,0,Paid,Sometimes,No,0
4334,2024,Rosario,Pharmacy,2,1,0,1,0,0,Paid,Always,Yes,0
4335,2023,Rosario,Restaurant,3,0,1,1,0,0,Paid,Always,Yes,0
4336,2021,Pinagbuhatan,Hardware,4,1,0,1,0,0,Paid,Never,No,0
4337,2024,San Miguel,Auto Repair,1,1,1,1,1,0,Paid,Always,Yes,0
4338,2025,Bagong Ilog,Internet Café,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4339,2023,Maybunga,Water Refilling,3,0,1,1,0,0,Unpaid,Always,Yes,0
4340,2022,Rosario,Mini-Mart,3,1,1,0,0,0,Unpaid,Always,Yes,0
4341,2023,Pineda,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
4342,2021,Maybunga,Fast Food,4,1,1,1,0,0,Paid,Always,Yes,0
4343,2025,Pineda,Hardware,0,1,1,1,0,0,Paid,Sometimes,No,0
4344,2025,Manggahan,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4345,2024,Sta. Lucia,Mini-Mart,1,1,0,1,0,0,Paid,Sometimes,No,0
4346,2023,Oranbo,Pharmacy,2,1,0,1,0,0,Paid,Never,No,0
4347,2025,Oranbo,Pharmacy,0,1,1,1,0,0,Paid,Always,Yes,1
4348,2024,Kapitolyo,Salon,1,1,1,1,0,0,Unpaid,Sometimes,Yes,0
4349,2025,Kapitolyo,Mini-Mart,0,0,1,1,0,0,Unpaid,Always,No,0
4350,2024,Sta. Lucia,Mini-Mart,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4351,2025,Bagong Ilog,Auto Repair,0,1,0,1,0,0,Paid,Always,Yes,0
4352,2024,Oranbo,Mini-Mart,1,1,1,1,1,0,Paid,Always,Yes,0
4353,2023,Manggahan,Hardware,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4354,2025,Rosario,Auto Repair,1,1,1,1,0,0,Paid,Sometimes,Yes,0
4355,2024,Pinagbuhatan,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
4356,2024,Bagong Ilog,Mini-Mart,1,0,0,1,0,0,Paid,Always,Yes,0
4357,2022,Sta. Lucia,Grocery,3,1,0,1,0,1,Paid,Sometimes,No,0
4358,2024,Kapitolyo,Salon,1,0,1,1,0,0,Paid,Always,Yes,0
4359,2024,Dela Paz,Salon,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4360,2022,Pinagbuhatan,Printing Shop,4,0,0,1,0,0,Paid,Sometimes,No,0
4361,2021,Dela Paz,Grocery,4,1,1,1,0,0,Paid,Always,Yes,0
4362,2024,Sta. Lucia,Auto Repair,2,1,1,0,0,0,Unpaid,Always,No,0
4363,2025,Ugong,Pharmacy,1,1,0,1,1,0,Unpaid,Always,No,0
4364,2024,Malinao,Grocery,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4365,2022,San Miguel,Internet Café,3,1,1,1,0,0,Paid,Sometimes,No,0
4366,2024,Ugong,Restaurant,1,1,1,0,0,0,Paid,Never,No,0
4367,2021,Sta. Lucia,Water Refilling,4,1,1,0,0,0,Unpaid,Always,Yes,0
4368,2023,Manggahan,Pharmacy,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4369,2022,Pineda,Pharmacy,3,1,1,0,0,0,Paid,Sometimes,Yes,0
4370,2022,Kapitolyo,Laundry,3,0,1,1,0,0,Paid,Always,Yes,0
4371,2022,Manggahan,Pharmacy,4,1,1,0,0,0,Unpaid,Always,No,0
4372,2023,Bagong Ilog,Printing Shop,3,1,1,1,0,0,Paid,Sometimes,Yes,0
4373,2021,Kapitolyo,Salon,5,1,1,1,0,0,Paid,Always,Yes,0
4374,2023,Sta. Lucia,Pharmacy,3,0,1,1,0,0,Paid,Always,Yes,1
4375,2024,Bagong Ilog,Internet Café,2,1,0,1,0,0,Paid,Sometimes,Yes,0
4376,2024,Manggahan,Pharmacy,1,1,1,1,1,0,Paid,Always,No,0
4377,2023,Rosario,Mini-Mart,2,1,0,1,0,0,Paid,Sometimes,Yes,0
4378,2025,Manggahan,Salon,1,1,1,1,1,0,Paid,Sometimes,Yes,0
4379,2022,Bagong Ilog,Grocery,3,1,1,0,0,0,Paid,Never,No,0
4380,2024,Bagong Ilog,Grocery,1,1,1,1,0,0,Paid,Always,No,0
4381,2021,Maybunga,Hardware,4,1,0,1,0,0,Paid,Sometimes,Yes,0
4382,2021,Santolan,Fast Food,4,1,0,0,0,0,Paid,Always,Yes,0
4383,2024,Pinagbuhatan,Restaurant,1,1,0,1,0,0,Paid,Sometimes,No,0
4384,2024,Dela Paz,Restaurant,2,1,1,1,1,0,Paid,Sometimes,Yes,1
4385,2025,Sta. Lucia,Mini-Mart,1,0,1,1,0,0,Paid,Always,Yes,0
4386,2024,Ugong,Restaurant,2,1,1,1,0,0,Paid,Never,Yes,0
4387,2025,Kapitolyo,Pharmacy,0,1,1,1,0,0,Paid,Always,No,0
4388,2021,Manggahan,Grocery,4,0,1,0,0,0,Paid,Always,Yes,0
4389,2021,Maybunga,Pharmacy,4,1,1,0,0,0,Paid,Always,Yes,0
4390,2021,Dela Paz,Laundry,4,1,1,1,0,0,Paid,Never,No,0
4391,2022,Rosario,Hardware,4,1,1,1,0,0,Paid,Always,Yes,0
4392,2024,Oranbo,Grocery,1,1,1,1,1,0,Paid,Never,Yes,0
4393,2024,Bagong Ilog,Printing Shop,2,0,1,1,0,0,Paid,Sometimes,Yes,0
4394,2021,Sta. Lucia,Fast Food,5,1,1,1,0,0,Paid,Always,Yes,1
4395,2025,Manggahan,Restaurant,1,1,0,1,0,0,Paid,Always,Yes,0
4396,2025,Sta. Lucia,Fast Food,1,1,0,1,0,0,Paid,Always,Yes,0
4397,2023,Bagong Ilog,Water Refilling,2,1,1,0,0,1,Unpaid,Always,Yes,0
4398,2021,Pineda,Pharmacy,4,0,1,1,0,0,Unpaid,Always,Yes,0
4399,2022,Maybunga,Internet Café,4,1,1,1,0,0,Paid,Always,Yes,0
4400,2022,Manggahan,Water Refilling,3,1,1,1,0,0,Paid,Never,No,0
4401,2022,Pineda,Fast Food,3,1,1,1,0,0,Paid,Always,Yes,0
4402,2024,Dela Paz,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,0
4403,2022,Malinao,Laundry,4,1,1,1,0,0,Paid,Always,Yes,0
4404,2023,Kapitolyo,Restaurant,3,1,1,1,0,0,Paid,Sometimes,Yes,0
4405,2025,Sta. Lucia,Pharmacy,1,1,1,1,0,0,Paid,Always,No,0
4406,2024,Dela Paz,Pharmacy,2,1,1,1,1,0,Unpaid,Sometimes,Yes,0
4407,2025,Maybunga,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,0
4408,2022,Manggahan,Pharmacy,4,1,0,1,0,0,Paid,Always,Yes,0
4409,2023,Dela Paz,Fast Food,3,1,1,1,1,0,Paid,Always,Yes,0
4410,2024,Manggahan,Laundry,1,1,1,1,1,0,Paid,Always,Yes,0
4411,2021,San Miguel,Salon,5,1,0,1,0,1,Paid,Always,No,1
4412,2021,Dela Paz,Salon,4,0,1,1,0,0,Paid,Always,Yes,0
4413,2024,Maybunga,Internet Café,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4414,2024,Maybunga,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,1
4415,2023,Dela Paz,Internet Café,2,1,1,1,0,0,Paid,Sometimes,Yes,0
4416,2024,Bagong Ilog,Auto Repair,1,1,1,1,1,0,Paid,Always,Yes,0
4417,2023,Kapitolyo,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
4418,2021,Manggahan,Pharmacy,5,1,1,1,0,1,Unpaid,Sometimes,Yes,0
4419,2023,Pinagbuhatan,Salon,3,1,1,1,0,0,Paid,Sometimes,Yes,1
4420,2022,Pinagbuhatan,Water Refilling,4,1,1,1,0,0,Paid,Always,Yes,0
4421,2021,Oranbo,Internet Café,5,0,1,1,0,0,Paid,Always,Yes,0
4422,2025,Pinagbuhatan,Restaurant,1,1,1,1,0,0,Paid,Sometimes,No,0
4423,2024,Sta. Lucia,Salon,2,1,1,1,0,0,Unpaid,Always,No,0
4424,2025,Malinao,Printing Shop,1,1,1,1,0,0,Paid,Always,No,0
4425,2023,Manggahan,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
4426,2023,Dela Paz,Fast Food,3,1,1,1,0,0,Paid,Sometimes,Yes,0
4427,2022,Dela Paz,Grocery,4,1,1,1,0,0,Paid,Sometimes,Yes,0
4428,2021,Manggahan,Restaurant,5,1,1,1,1,0,Paid,Never,Yes,1
4429,2022,Pineda,Restaurant,3,1,1,1,0,0,Paid,Always,Yes,0
